-729, -88, -145
-704, -102, -219
-692, -86, -334
-660, -50, -373
-625, -59, -342
-625, -59, -342
-614, -60, -274
-646, -41, -199
-631, 9, -141
-620, 25, -121
-684, 33, -104
-769, -10, -49
-808, -106, 22
-813, -137, 90
-807, -75, 154
-807, -75, 154
-822, -46, 204
-851, -73, 188
-879, -143, 191
-887, -165, 273
-854, -105, 432
-874, -112, 482
-926, -175, 469
-996, -281, 453
-1080, -345, 449
-1156, -382, 463
-1170, -402, 560
-1142, -400, 682
-1133, -378, 755
-1184, -408, 835
-1239, -449, 891
-1278, -454, 908
-1294, -458, 877
-1257, -411, 845
-1200, -421, 907
-1142, -427, 968
-1118, -466, 1003
-1129, -512, 990
-1106, -556, 917
-1038, -563, 834
-929, -571, 774
-842, -545, 736
-823, -478, 666
-784, -470, 566
-784, -470, 566
-744, -519, 507
-713, -472, 475
-717, -368, 456
-728, -304, 420
-737, -289, 388
-725, -300, 385
-692, -204, 391
-723, -141, 442
-791, -206, 455
-815, -281, 400
-822, -241, 322
-876, -88, 269
-934, -108, 278
-957, -169, 267
-957, -169, 267
-983, -215, 216
-1076, -267, 161
-1169, -242, 106
-1199, -234, 61
-1179, -246, 19
-1145, -251, -12
-1150, -249, -4
-1161, -271, 44
-1146, -284, 68
-1182, -355, 88
-1138, -355, 103
-,-,-
-790, 59, -170
-748, 80, -155
-713, 76, -184
-710, 17, -241
-734, -6, -243
-721, -1, -247
-691, 17, -291
-669, -5, -328
-669, -5, -328
-661, 4, -336
-652, 64, -287
-648, 104, -210
-639, 103, -155
-614, 61, -104
-605, 60, -27
-627, 93, 40
-627, 93, 40
-680, 61, 109
-724, -9, 180
-738, -71, 249
-767, -53, 296
-787, -46, 303
-787, -46, 303
-826, -108, 342
-845, -158, 419
-869, -227, 504
-938, -259, 556
-1028, -287, 586
-1091, -371, 598
-1081, -349, 608
-1052, -343, 642
-1062, -371, 646
-1109, -426, 634
-1158, -475, 673
-1169, -511, 711
-1210, -604, 734
-1248, -630, 710
-1246, -618, 732
-1215, -612, 794
-1189, -594, 838
-1160, -593, 834
-1117, -595, 818
-1065, -614, 842
-994, -632, 856
-938, -672, 829
-913, -690, 773
-870, -667, 698
-767, -651, 671
-691, -626, 694
-700, -546, 647
-735, -506, 555
-734, -488, 483
-734, -488, 483
-725, -475, 477
-751, -403, 450
-785, -348, 416
-809, -306, 349
-808, -303, 302
-782, -313, 308
-828, -306, 308
-913, -314, 266
-915, -317, 182
-856, -293, 147
-810, -249, 211
-852, -247, 255
-927, -236, 206
-946, -256, 66
-936, -264, 4
